Time,U,V,W,U Avg,V Avg,W Avg,U'=U - U avg,V'=V - V avg,W'=W - W avg,Octant, ,Octant ID,1,-1,2,-2,3,-3,4,-4
0.00,32.80,5.97,3.08,27.30653354,0.048330476,0.10757774,5.493466460,5.921669524,2.972422260,1,,Overall Count,2610,4603,4855,2798,4548,2784,2769,4778
0.01,30.57,5.56,0.80,,,,3.263466460,5.511669524,0.692422260,1,User Input,Mod 5000,,,,,,,,
0.02,29.10,3.36,-1.29,,,,1.793466460,3.311669524,-1.397577740,-1,,0-4999,414,688,815,488,845,611,419,720
0.03,27.63,1.16,-1.85,,,,0.323466460,1.111669524,-1.957577740,-1,,5000-9999,380,757,820,516,777,530,444,776
0.04,26.24,-2.32,-0.75,,,,-1.066533540,-2.368330476,-0.857577740,-3,,10000-14999,621,1016,599,372,540,328,536,988
0.05,26.13,-0.37,-0.45,,,,-1.176533540,-0.418330476,-0.557577740,-3,,15000-19999,366,682,948,512,877,483,478,654
0.06,26.03,1.56,-0.15,,,,-1.276533540,1.511669524,-0.257577740,-2,,20000-24999,455,743,880,512,811,467,414,718
0.07,28.90,0.31,0.06,,,,1.593466460,0.261669524,-0.047577740,-1,,25000-29744,374,717,793,398,698,365,478,922
0.08,29.17,1.97,0.17,,,,1.863466460,1.921669524,0.062422260,1,,,,,,,,,,
0.09,30.42,3.90,-1.38,,,,3.113466460,3.851669524,-1.487577740,-1,,,,,,,,,,
0.10,31.67,2.93,-0.60,,,,4.363466460,2.881669524,-0.707577740,-1,,,,,,,,,,
0.11,29.73,2.16,-0.82,,,,2.423466460,2.111669524,-0.927577740,-1,,,,,,,,,,
0.12,30.75,4.27,-1.68,,,,3.443466460,4.221669524,-1.787577740,-1,,,,,,,,,,
0.13,31.79,3.21,-1.25,,,,4.483466460,3.161669524,-1.357577740,-1,,,,,,,,,,
0.14,25.15,3.40,-1.59,,,,-2.156533540,3.351669524,-1.697577740,-2,,,,,,,,,,
0.15,24.13,0.68,0.15,,,,-3.176533540,0.631669524,0.042422260,2,,,,,,,,,,
0.16,23.11,2.04,-0.72,,,,-4.196533540,1.991669524,-0.827577740,-2,,,,,,,,,,
0.17,25.55,3.31,1.45,,,,-1.756533540,3.261669524,1.342422260,2,,,,,,,,,,
0.18,25.61,2.18,2.04,,,,-1.696533540,2.131669524,1.932422260,2,,,,,,,,,,
0.19,25.02,2.10,2.09,,,,-2.286533540,2.051669524,1.982422260,2,,,,,,,,,,
0.20,26.94,0.21,2.22,,,,-0.366533540,0.161669524,2.112422260,2,,,,,,,,,,
0.21,27.21,0.24,1.65,,,,-0.096533540,0.191669524,1.542422260,2,,,,,,,,,,
0.22,29.40,-0.34,0.46,,,,2.093466460,-0.388330476,0.352422260,4,,,,,,,,,,
0.23,30.50,-1.76,1.31,,,,3.193466460,-1.808330476,1.202422260,4,,,,,,,,,,
0.24,29.03,2.61,0.12,,,,1.723466460,2.561669524,0.012422260,1,,,,,,,,,,
0.25,25.83,-0.88,0.74,,,,-1.476533540,-0.928330476,0.632422260,3,,,,,,,,,,
0.26,25.18,3.31,0.19,,,,-2.126533540,3.261669524,0.082422260,2,,,,,,,,,,
0.27,24.95,0.24,1.11,,,,-2.356533540,0.191669524,1.002422260,2,,,,,,,,,,
0.28,29.98,0.97,2.08,,,,2.673466460,0.921669524,1.972422260,1,,,,,,,,,,
0.29,27.98,0.13,2.22,,,,0.673466460,0.081669524,2.112422260,1,,,,,,,,,,
0.30,25.99,-0.70,2.37,,,,-1.316533540,-0.748330476,2.262422260,3,,,,,,,,,,
0.31,26.32,1.90,2.65,,,,-0.986533540,1.851669524,2.542422260,2,,,,,,,,,,
0.32,22.40,3.31,3.04,,,,-4.906533540,3.261669524,2.932422260,2,,,,,,,,,,
0.33,25.42,4.63,3.38,,,,-1.886533540,4.581669524,3.272422260,2,,,,,,,,,,
0.34,28.18,3.28,3.22,,,,0.873466460,3.231669524,3.112422260,1,,,,,,,,,,
0.35,30.46,1.44,3.29,,,,3.153466460,1.391669524,3.182422260,1,,,,,,,,,,
0.36,29.13,2.49,3.67,,,,1.823466460,2.441669524,3.562422260,1,,,,,,,,,,
0.37,29.67,0.97,3.89,,,,2.363466460,0.921669524,3.782422260,1,,,,,,,,,,
0.38,29.82,2.30,4.04,,,,2.513466460,2.251669524,3.932422260,1,,,,,,,,,,
0.39,29.98,3.64,3.90,,,,2.673466460,3.591669524,3.792422260,1,,,,,,,,,,
0.40,30.52,5.57,3.06,,,,3.213466460,5.521669524,2.952422260,1,,,,,,,,,,
0.41,27.11,5.68,2.22,,,,-0.196533540,5.631669524,2.112422260,2,,,,,,,,,,
0.42,25.58,4.88,0.86,,,,-1.726533540,4.831669524,0.752422260,2,,,,,,,,,,
0.43,24.05,4.08,-0.49,,,,-3.256533540,4.031669524,-0.597577740,-2,,,,,,,,,,
0.44,21.61,2.05,0.27,,,,-5.696533540,2.001669524,0.162422260,2,,,,,,,,,,
0.45,23.81,0.03,1.32,,,,-3.496533540,-0.018330476,1.212422260,3,,,,,,,,,,
0.46,25.44,-0.41,1.81,,,,-1.866533540,-0.458330476,1.702422260,3,,,,,,,,,,
0.47,21.88,0.68,2.12,,,,-5.426533540,0.631669524,2.012422260,2,,,,,,,,,,
0.48,22.72,-1.25,2.64,,,,-4.586533540,-1.298330476,2.532422260,3,,,,,,,,,,
0.49,24.68,-3.95,2.40,,,,-2.626533540,-3.998330476,2.292422260,3,,,,,,,,,,
0.50,23.16,-1.36,2.16,,,,-4.146533540,-1.408330476,2.052422260,3,,,,,,,,,,
0.51,25.00,-1.35,2.01,,,,-2.306533540,-1.398330476,1.902422260,3,,,,,,,,,,
0.52,25.38,-0.85,1.86,,,,-1.926533540,-0.898330476,1.752422260,3,,,,,,,,,,
0.53,24.04,-1.26,1.70,,,,-3.266533540,-1.308330476,1.592422260,3,,,,,,,,,,
0.54,26.30,0.23,0.93,,,,-1.006533540,0.181669524,0.822422260,2,,,,,,,,,,
0.55,25.81,-1.22,0.15,,,,-1.496533540,-1.268330476,0.042422260,3,,,,,,,,,,
0.56,25.33,-2.67,-0.63,,,,-1.976533540,-2.718330476,-0.737577740,-3,,,,,,,,,,
0.57,25.13,-2.03,-0.99,,,,-2.176533540,-2.078330476,-1.097577740,-3,,,,,,,,,,
0.58,25.49,-4.72,-0.93,,,,-1.816533540,-4.768330476,-1.037577740,-3,,,,,,,,,,
0.59,22.92,-4.17,-1.05,,,,-4.386533540,-4.218330476,-1.157577740,-3,,,,,,,,,,
0.60,21.27,-3.64,-1.35,,,,-6.036533540,-3.688330476,-1.457577740,-3,,,,,,,,,,
0.61,24.60,-3.64,-0.51,,,,-2.706533540,-3.688330476,-0.617577740,-3,,,,,,,,,,
0.62,26.67,-3.13,-0.97,,,,-0.636533540,-3.178330476,-1.077577740,-3,,,,,,,,,,
0.63,24.70,-2.63,-1.15,,,,-2.606533540,-2.678330476,-1.257577740,-3,,,,,,,,,,
0.64,22.73,-3.86,-0.43,,,,-4.576533540,-3.908330476,-0.537577740,-3,,,,,,,,,,
0.65,22.57,1.04,0.51,,,,-4.736533540,0.991669524,0.402422260,2,,,,,,,,,,
0.66,23.49,1.87,1.09,,,,-3.816533540,1.821669524,0.982422260,2,,,,,,,,,,
0.67,24.42,2.41,1.07,,,,-2.886533540,2.361669524,0.962422260,2,,,,,,,,,,
0.68,24.13,2.22,0.87,,,,-3.176533540,2.171669524,0.762422260,2,,,,,,,,,,
0.69,26.37,2.03,0.10,,,,-0.936533540,1.981669524,-0.007577740,-2,,,,,,,,,,
0.70,27.30,4.05,-0.34,,,,-0.006533540,4.001669524,-0.447577740,-2,,,,,,,,,,
0.71,21.96,2.23,0.43,,,,-5.346533540,2.181669524,0.322422260,2,,,,,,,,,,
0.72,22.60,0.43,0.74,,,,-4.706533540,0.381669524,0.632422260,2,,,,,,,,,,
0.73,24.45,0.68,0.43,,,,-2.856533540,0.631669524,0.322422260,2,,,,,,,,,,
0.74,26.30,0.94,0.13,,,,-1.006533540,0.891669524,0.022422260,2,,,,,,,,,,
0.75,27.57,-0.12,-0.17,,,,0.263466460,-0.168330476,-0.277577740,-4,,,,,,,,,,
0.76,25.11,-1.41,-1.03,,,,-2.196533540,-1.458330476,-1.137577740,-3,,,,,,,,,,
0.77,26.62,3.09,-0.51,,,,-0.686533540,3.041669524,-0.617577740,-2,,,,,,,,,,
0.78,26.57,1.61,-1.18,,,,-0.736533540,1.561669524,-1.287577740,-2,,,,,,,,,,
0.79,23.28,1.25,-0.51,,,,-4.026533540,1.201669524,-0.617577740,-2,,,,,,,,,,
0.80,22.92,1.53,-0.68,,,,-4.386533540,1.481669524,-0.787577740,-2,,,,,,,,,,
0.81,20.67,-3.22,-0.26,,,,-6.636533540,-3.268330476,-0.367577740,-3,,,,,,,,,,
0.82,21.19,0.48,0.20,,,,-6.116533540,0.431669524,0.092422260,2,,,,,,,,,,
0.83,21.71,-0.25,1.56,,,,-5.596533540,-0.298330476,1.452422260,3,,,,,,,,,,
0.84,24.31,-0.64,1.50,,,,-2.996533540,-0.688330476,1.392422260,3,,,,,,,,,,
0.85,26.91,-1.04,1.44,,,,-0.396533540,-1.088330476,1.332422260,3,,,,,,,,,,
0.86,27.73,3.05,-0.27,,,,0.423466460,3.001669524,-0.377577740,-1,,,,,,,,,,
0.87,26.55,1.13,-0.57,,,,-0.756533540,1.081669524,-0.677577740,-2,,,,,,,,,,
0.88,26.33,0.82,-0.74,,,,-0.976533540,0.771669524,-0.847577740,-2,,,,,,,,,,
0.89,26.12,0.52,-0.91,,,,-1.186533540,0.471669524,-1.017577740,-2,,,,,,,,,,
0.90,27.77,1.11,-1.04,,,,0.463466460,1.061669524,-1.147577740,-1,,,,,,,,,,
0.91,27.23,1.49,-0.93,,,,-0.076533540,1.441669524,-1.037577740,-2,,,,,,,,,,
0.92,25.90,-1.77,-0.28,,,,-1.406533540,-1.818330476,-0.387577740,-3,,,,,,,,,,
0.93,24.77,-0.97,-0.44,,,,-2.536533540,-1.018330476,-0.547577740,-3,,,,,,,,,,
0.94,25.65,-2.45,-0.43,,,,-1.656533540,-2.498330476,-0.537577740,-3,,,,,,,,,,
0.95,22.73,-2.63,0.03,,,,-4.576533540,-2.678330476,-0.077577740,-3,,,,,,,,,,
0.96,27.93,-1.48,0.01,,,,0.623466460,-1.528330476,-0.097577740,-4,,,,,,,,,,
0.97,24.03,3.25,0.34,,,,-3.276533540,3.201669524,0.232422260,2,,,,,,,,,,
0.98,25.87,0.19,0.99,,,,-1.436533540,0.141669524,0.882422260,2,,,,,,,,,,
0.99,25.63,1.73,0.88,,,,-1.676533540,1.681669524,0.772422260,2,,,,,,,,,,
1.00,25.40,3.28,0.78,,,,-1.906533540,3.231669524,0.672422260,2,,,,,,,,,,
1.01,23.73,3.86,1.47,,,,-3.576533540,3.811669524,1.362422260,2,,,,,,,,,,
1.02,23.39,4.34,0.10,,,,-3.916533540,4.291669524,-0.007577740,-2,,,,,,,,,,
1.03,23.11,1.25,-0.06,,,,-4.196533540,1.201669524,-0.167577740,-2,,,,,,,,,,
1.04,22.84,-1.83,-0.24,,,,-4.466533540,-1.878330476,-0.347577740,-3,,,,,,,,,,
1.05,21.61,-4.52,0.52,,,,-5.696533540,-4.568330476,0.412422260,3,,,,,,,,,,
1.06,21.92,-1.74,0.74,,,,-5.386533540,-1.788330476,0.632422260,3,,,,,,,,,,
1.07,22.23,-2.45,1.98,,,,-5.076533540,-2.498330476,1.872422260,3,,,,,,,,,,
1.08,23.43,-1.88,1.00,,,,-3.876533540,-1.928330476,0.892422260,3,,,,,,,,,,
1.09,24.64,-1.12,1.63,,,,-2.666533540,-1.168330476,1.522422260,3,,,,,,,,,,
1.10,26.32,1.06,1.33,,,,-0.986533540,1.011669524,1.222422260,2,,,,,,,,,,
1.11,28.09,0.20,1.04,,,,0.783466460,0.151669524,0.932422260,1,,,,,,,,,,
1.12,31.15,1.38,0.33,,,,3.843466460,1.331669524,0.222422260,1,,,,,,,,,,
1.13,32.02,2.56,-0.37,,,,4.713466460,2.511669524,-0.477577740,-1,,,,,,,,,,
1.14,32.89,1.27,-1.79,,,,5.583466460,1.221669524,-1.897577740,-1,,,,,,,,,,
1.15,27.57,0.93,-1.89,,,,0.263466460,0.881669524,-1.997577740,-1,,,,,,,,,,
1.16,30.72,-2.81,-2.29,,,,3.413466460,-2.858330476,-2.397577740,-4,,,,,,,,,,
1.17,29.14,-0.93,-2.08,,,,1.833466460,-0.978330476,-2.187577740,-4,,,,,,,,,,
1.18,26.35,2.48,-1.14,,,,-0.956533540,2.431669524,-1.247577740,-2,,,,,,,,,,
1.19,27.11,1.70,-0.31,,,,-0.196533540,1.651669524,-0.417577740,-2,,,,,,,,,,
1.20,27.88,0.92,0.52,,,,0.573466460,0.871669524,0.412422260,1,,,,,,,,,,
1.21,26.24,4.41,0.31,,,,-1.066533540,4.361669524,0.202422260,2,,,,,,,,,,
1.22,31.06,1.09,0.30,,,,3.753466460,1.041669524,0.192422260,1,,,,,,,,,,
1.23,32.13,2.03,-1.67,,,,4.823466460,1.981669524,-1.777577740,-1,,,,,,,,,,
1.24,30.66,2.98,-2.45,,,,3.353466460,2.931669524,-2.557577740,-1,,,,,,,,,,
1.25,31.07,-0.30,-2.40,,,,3.763466460,-0.348330476,-2.507577740,-4,,,,,,,,,,
1.26,30.23,3.76,-2.09,,,,2.923466460,3.711669524,-2.197577740,-1,,,,,,,,,,
1.27,29.83,2.92,-1.79,,,,2.523466460,2.871669524,-1.897577740,-1,,,,,,,,,,
1.28,29.44,2.08,-1.22,,,,2.133466460,2.031669524,-1.327577740,-1,,,,,,,,,,
1.29,28.12,1.56,-1.76,,,,0.813466460,1.511669524,-1.867577740,-1,,,,,,,,,,
1.30,26.80,1.04,-2.19,,,,-0.506533540,0.991669524,-2.297577740,-2,,,,,,,,,,
1.31,26.67,0.02,-2.57,,,,-0.636533540,-0.028330476,-2.677577740,-3,,,,,,,,,,
1.32,26.55,-0.99,-1.97,,,,-0.756533540,-1.038330476,-2.077577740,-3,,,,,,,,,,
1.33,22.73,-3.84,-1.38,,,,-4.576533540,-3.888330476,-1.487577740,-3,,,,,,,,,,
1.34,24.64,-2.41,-2.17,,,,-2.666533540,-2.458330476,-2.277577740,-3,,,,,,,,,,
1.35,27.68,0.15,-2.25,,,,0.373466460,0.101669524,-2.357577740,-1,,,,,,,,,,
1.36,26.78,-4.10,-2.09,,,,-0.526533540,-4.148330476,-2.197577740,-3,,,,,,,,,,
1.37,25.82,-2.14,-1.75,,,,-1.486533540,-2.188330476,-1.857577740,-3,,,,,,,,,,
1.38,24.87,-0.19,-1.42,,,,-2.436533540,-0.238330476,-1.527577740,-3,,,,,,,,,,
1.39,25.83,1.51,-1.63,,,,-1.476533540,1.461669524,-1.737577740,-2,,,,,,,,,,
1.40,27.61,2.31,-1.29,,,,0.303466460,2.261669524,-1.397577740,-1,,,,,,,,,,
1.41,28.92,1.59,-1.36,,,,1.613466460,1.541669524,-1.467577740,-1,,,,,,,,,,
1.42,27.37,0.17,-0.89,,,,0.063466460,0.121669524,-0.997577740,-1,,,,,,,,,,
1.43,21.99,-0.20,0.17,,,,-5.316533540,-0.248330476,0.062422260,3,,,,,,,,,,
1.44,24.25,-2.70,0.43,,,,-3.056533540,-2.748330476,0.322422260,3,,,,,,,,,,
1.45,25.80,-3.55,1.05,,,,-1.506533540,-3.598330476,0.942422260,3,,,,,,,,,,
1.46,27.36,-4.41,1.68,,,,0.053466460,-4.458330476,1.572422260,4,,,,,,,,,,
1.47,29.08,-4.30,1.68,,,,1.773466460,-4.348330476,1.572422260,4,,,,,,,,,,
1.48,30.00,-5.04,0.92,,,,2.693466460,-5.088330476,0.812422260,4,,,,,,,,,,
1.49,29.19,-4.53,0.74,,,,1.883466460,-4.578330476,0.632422260,4,,,,,,,,,,
1.50,31.22,-4.03,-0.29,,,,3.913466460,-4.078330476,-0.397577740,-4,,,,,,,,,,
1.51,28.44,-3.91,-0.19,,,,1.133466460,-3.958330476,-0.297577740,-4,,,,,,,,,,
1.52,25.67,-3.79,-0.10,,,,-1.636533540,-3.838330476,-0.207577740,-3,,,,,,,,,,
1.53,27.20,0.74,0.06,,,,-0.106533540,0.691669524,-0.047577740,-2,,,,,,,,,,
1.54,27.97,0.52,-0.13,,,,0.663466460,0.471669524,-0.237577740,-1,,,,,,,,,,
1.55,28.70,1.93,-0.01,,,,1.393466460,1.881669524,-0.117577740,-1,,,,,,,,,,
1.56,31.10,1.63,-0.37,,,,3.793466460,1.581669524,-0.477577740,-1,,,,,,,,,,
1.57,33.50,1.33,-0.73,,,,6.193466460,1.281669524,-0.837577740,-1,,,,,,,,,,
1.58,32.46,3.33,-1.55,,,,5.153466460,3.281669524,-1.657577740,-1,,,,,,,,,,
1.59,29.96,2.55,-1.76,,,,2.653466460,2.501669524,-1.867577740,-1,,,,,,,,,,
1.60,28.47,-0.57,-1.43,,,,1.163466460,-0.618330476,-1.537577740,-4,,,,,,,,,,
1.61,29.21,0.99,-1.59,,,,1.903466460,0.941669524,-1.697577740,-1,,,,,,,,,,
1.62,25.72,2.83,0.31,,,,-1.586533540,2.781669524,0.202422260,2,,,,,,,,,,
1.63,28.13,4.67,0.46,,,,0.823466460,4.621669524,0.352422260,1,,,,,,,,,,
1.64,29.64,5.77,-0.44,,,,2.333466460,5.721669524,-0.547577740,-1,,,,,,,,,,
1.65,28.88,1.81,0.01,,,,1.573466460,1.761669524,-0.097577740,-1,,,,,,,,,,
1.66,32.92,-2.14,2.26,,,,5.613466460,-2.188330476,2.152422260,4,,,,,,,,,,
1.67,30.90,2.37,1.13,,,,3.593466460,2.321669524,1.022422260,1,,,,,,,,,,
1.68,30.86,0.01,-1.81,,,,3.553466460,-0.038330476,-1.917577740,-4,,,,,,,,,,
1.69,29.73,-1.05,-1.38,,,,2.423466460,-1.098330476,-1.487577740,-4,,,,,,,,,,
1.70,27.82,0.60,-1.65,,,,0.513466460,0.551669524,-1.757577740,-1,,,,,,,,,,
1.71,26.64,-1.37,-1.26,,,,-0.666533540,-1.418330476,-1.367577740,-3,,,,,,,,,,
1.72,29.94,-3.11,-0.63,,,,2.633466460,-3.158330476,-0.737577740,-4,,,,,,,,,,
1.73,31.22,-1.09,-0.86,,,,3.913466460,-1.138330476,-0.967577740,-4,,,,,,,,,,
1.74,28.66,0.99,-1.28,,,,1.353466460,0.941669524,-1.387577740,-1,,,,,,,,,,
1.75,26.10,3.07,-1.71,,,,-1.206533540,3.021669524,-1.817577740,-2,,,,,,,,,,
1.76,30.91,2.95,-0.23,,,,3.603466460,2.901669524,-0.337577740,-1,,,,,,,,,,
1.77,28.87,1.63,-0.24,,,,1.563466460,1.581669524,-0.347577740,-1,,,,,,,,,,
1.78,25.31,3.48,0.39,,,,-1.996533540,3.431669524,0.282422260,2,,,,,,,,,,
1.79,23.09,2.68,0.56,,,,-4.216533540,2.631669524,0.452422260,2,,,,,,,,,,
1.80,25.06,2.89,-0.04,,,,-2.246533540,2.841669524,-0.147577740,-2,,,,,,,,,,
1.81,27.51,2.32,-0.97,,,,0.203466460,2.271669524,-1.077577740,-1,,,,,,,,,,
1.82,29.96,1.75,-1.90,,,,2.653466460,1.701669524,-2.007577740,-1,,,,,,,,,,
1.83,26.79,4.40,-1.42,,,,-0.516533540,4.351669524,-1.527577740,-2,,,,,,,,,,
1.84,25.39,4.45,-0.48,,,,-1.916533540,4.401669524,-0.587577740,-2,,,,,,,,,,
1.85,24.00,4.50,0.46,,,,-3.306533540,4.451669524,0.352422260,2,,,,,,,,,,
1.86,28.70,3.59,-0.21,,,,1.393466460,3.541669524,-0.317577740,-1,,,,,,,,,,
1.87,25.60,-1.22,-0.17,,,,-1.706533540,-1.268330476,-0.277577740,-3,,,,,,,,,,
1.88,26.98,-2.22,-0.73,,,,-0.326533540,-2.268330476,-0.837577740,-3,,,,,,,,,,
1.89,26.08,1.86,-0.10,,,,-1.226533540,1.811669524,-0.207577740,-2,,,,,,,,,,
1.90,25.97,0.60,-0.81,,,,-1.336533540,0.551669524,-0.917577740,-2,,,,,,,,,,
1.91,26.26,-1.46,-0.20,,,,-1.046533540,-1.508330476,-0.307577740,-3,,,,,,,,,,
1.92,26.93,-0.55,0.17,,,,-0.376533540,-0.598330476,0.062422260,3,,,,,,,,,,
1.93,29.64,0.21,-1.15,,,,2.333466460,0.161669524,-1.257577740,-1,,,,,,,,,,
1.94,28.28,-0.17,-0.49,,,,0.973466460,-0.218330476,-0.597577740,-4,,,,,,,,,,
1.95,31.24,1.38,-1.10,,,,3.933466460,1.331669524,-1.207577740,-1,,,,,,,,,,
1.96,29.76,2.93,-1.72,,,,2.453466460,2.881669524,-1.827577740,-1,,,,,,,,,,
1.97,28.23,5.74,-2.08,,,,0.923466460,5.691669524,-2.187577740,-1,,,,,,,,,,
1.98,29.57,5.45,-1.61,,,,2.263466460,5.401669524,-1.717577740,-1,,,,,,,,,,
1.99,26.03,6.15,-1.15,,,,-1.276533540,6.101669524,-1.257577740,-2,,,,,,,,,,
2.00,27.80,4.24,-1.80,,,,0.493466460,4.191669524,-1.907577740,-1,,,,,,,,,,
2.01,29.26,2.34,-1.63,,,,1.953466460,2.291669524,-1.737577740,-1,,,,,,,,,,
2.02,25.70,1.36,-1.83,,,,-1.606533540,1.311669524,-1.937577740,-2,,,,,,,,,,
2.03,26.98,-0.41,-2.36,,,,-0.326533540,-0.458330476,-2.467577740,-3,,,,,,,,,,
2.04,26.93,-0.20,-2.33,,,,-0.376533540,-0.248330476,-2.437577740,-3,,,,,,,,,,
2.05,24.60,-1.92,-1.54,,,,-2.706533540,-1.968330476,-1.647577740,-3,,,,,,,,,,
2.06,22.86,0.00,-0.76,,,,-4.446533540,-0.048330476,-0.867577740,-3,,,,,,,,,,
2.07,24.41,0.68,0.83,,,,-2.896533540,0.631669524,0.722422260,2,,,,,,,,,,
2.08,25.97,1.36,2.43,,,,-1.336533540,1.311669524,2.322422260,2,,,,,,,,,,
2.09,28.33,1.66,2.19,,,,1.023466460,1.611669524,2.082422260,1,,,,,,,,,,
2.10,28.77,-0.90,1.28,,,,1.463466460,-0.948330476,1.172422260,4,,,,,,,,,,
2.11,29.21,-3.48,0.38,,,,1.903466460,-3.528330476,0.272422260,4,,,,,,,,,,
2.12,27.34,0.91,0.93,,,,0.033466460,0.861669524,0.822422260,1,,,,,,,,,,
2.13,24.52,-0.63,0.57,,,,-2.786533540,-0.678330476,0.462422260,3,,,,,,,,,,
2.14,25.08,1.09,0.63,,,,-2.226533540,1.041669524,0.522422260,2,,,,,,,,,,
2.15,24.65,1.29,0.74,,,,-2.656533540,1.241669524,0.632422260,2,,,,,,,,,,
2.16,26.10,1.84,0.74,,,,-1.206533540,1.791669524,0.632422260,2,,,,,,,,,,
2.17,23.87,4.41,0.52,,,,-3.436533540,4.361669524,0.412422260,2,,,,,,,,,,
2.18,25.65,3.38,0.94,,,,-1.656533540,3.331669524,0.832422260,2,,,,,,,,,,
2.19,27.43,2.36,1.37,,,,0.123466460,2.311669524,1.262422260,1,,,,,,,,,,
2.20,24.86,0.60,1.13,,,,-2.446533540,0.551669524,1.022422260,2,,,,,,,,,,
2.21,26.06,1.02,1.38,,,,-1.246533540,0.971669524,1.272422260,2,,,,,,,,,,
2.22,26.64,-0.66,1.22,,,,-0.666533540,-0.708330476,1.112422260,3,,,,,,,,,,
2.23,27.66,-0.31,1.10,,,,0.353466460,-0.358330476,0.992422260,4,,,,,,,,,,
2.24,28.33,2.65,0.71,,,,1.023466460,2.601669524,0.602422260,1,,,,,,,,,,
2.25,26.17,1.52,-0.41,,,,-1.136533540,1.471669524,-0.517577740,-2,,,,,,,,,,
2.26,29.64,0.83,-2.30,,,,2.333466460,0.781669524,-2.407577740,-1,,,,,,,,,,
2.27,28.56,-2.49,-2.43,,,,1.253466460,-2.538330476,-2.537577740,-4,,,,,,,,,,
2.28,28.78,-4.49,-2.67,,,,1.473466460,-4.538330476,-2.777577740,-4,,,,,,,,,,
2.29,30.64,-3.92,-3.02,,,,3.333466460,-3.968330476,-3.127577740,-4,,,,,,,,,,
2.30,32.17,-5.07,-3.40,,,,4.863466460,-5.118330476,-3.507577740,-4,,,,,,,,,,
2.31,30.91,-8.44,-3.23,,,,3.603466460,-8.488330476,-3.337577740,-4,,,,,,,,,,
2.32,26.19,-8.72,-3.33,,,,-1.116533540,-8.768330476,-3.437577740,-3,,,,,,,,,,
2.33,28.55,-6.47,-3.18,,,,1.243466460,-6.518330476,-3.287577740,-4,,,,,,,,,,
2.34,28.85,-4.23,-2.92,,,,1.543466460,-4.278330476,-3.027577740,-4,,,,,,,,,,
2.35,26.06,-5.25,-2.50,,,,-1.246533540,-5.298330476,-2.607577740,-3,,,,,,,,,,
2.36,24.48,-7.82,-2.08,,,,-2.826533540,-7.868330476,-2.187577740,-3,,,,,,,,,,
2.37,24.01,-8.30,-1.73,,,,-3.296533540,-8.348330476,-1.837577740,-3,,,,,,,,,,
2.38,21.35,-6.50,0.00,,,,-5.956533540,-6.548330476,-0.107577740,-3,,,,,,,,,,
2.39,24.59,-4.71,0.55,,,,-2.716533540,-4.758330476,0.442422260,3,,,,,,,,,,
2.40,27.84,-0.65,1.10,,,,0.533466460,-0.698330476,0.992422260,4,,,,,,,,,,
2.41,31.25,3.84,0.49,,,,3.943466460,3.791669524,0.382422260,1,,,,,,,,,,
2.42,27.70,2.18,-1.05,,,,0.393466460,2.131669524,-1.157577740,-1,,,,,,,,,,
2.43,24.91,1.01,0.52,,,,-2.396533540,0.961669524,0.412422260,2,,,,,,,,,,
2.44,27.16,-1.14,1.30,,,,-0.146533540,-1.188330476,1.192422260,3,,,,,,,,,,
2.45,27.46,-0.52,1.35,,,,0.153466460,-0.568330476,1.242422260,4,,,,,,,,,,
2.46,27.77,0.10,1.42,,,,0.463466460,0.051669524,1.312422260,1,,,,,,,,,,
2.47,30.70,-0.51,-0.49,,,,3.393466460,-0.558330476,-0.597577740,-4,,,,,,,,,,
2.48,25.52,-4.19,-1.20,,,,-1.786533540,-4.238330476,-1.307577740,-3,,,,,,,,,,
2.49,22.75,-1.13,0.31,,,,-4.556533540,-1.178330476,0.202422260,3,,,,,,,,,,
2.50,24.95,-1.86,1.76,,,,-2.356533540,-1.908330476,1.652422260,3,,,,,,,,,,
2.51,25.69,-2.25,1.78,,,,-1.616533540,-2.298330476,1.672422260,3,,,,,,,,,,
2.52,31.29,-2.65,1.04,,,,3.983466460,-2.698330476,0.932422260,4,,,,,,,,,,
2.53,28.42,-2.35,1.26,,,,1.113466460,-2.398330476,1.152422260,4,,,,,,,,,,
2.54,25.56,-2.07,1.49,,,,-1.746533540,-2.118330476,1.382422260,3,,,,,,,,,,
2.55,22.43,2.44,1.65,,,,-4.876533540,2.391669524,1.542422260,2,,,,,,,,,,
2.56,22.52,-1.25,1.40,,,,-4.786533540,-1.298330476,1.292422260,3,,,,,,,,,,
2.57,22.61,-1.99,1.15,,,,-4.696533540,-2.038330476,1.042422260,3,,,,,,,,,,
2.58,21.44,-2.74,2.15,,,,-5.866533540,-2.788330476,2.042422260,3,,,,,,,,,,
2.59,24.90,-1.94,2.55,,,,-2.406533540,-1.988330476,2.442422260,3,,,,,,,,,,
2.60,28.36,-1.15,2.15,,,,1.053466460,-1.198330476,2.042422260,4,,,,,,,,,,
2.61,28.38,-3.79,1.75,,,,1.073466460,-3.838330476,1.642422260,4,,,,,,,,,,
2.62,23.08,-1.54,0.94,,,,-4.226533540,-1.588330476,0.832422260,3,,,,,,,,,,
2.63,25.73,-2.66,1.34,,,,-1.576533540,-2.708330476,1.232422260,3,,,,,,,,,,
2.64,30.41,0.54,0.76,,,,3.103466460,0.491669524,0.652422260,1,,,,,,,,,,
